"高浜原子力発電所","Takahama Nuclear Power Plant",
"高浜町","Takahama-cho",
"高芙蓉","Fuyo KO",
"高弁","Koben",
"高弁夢記（こうべんゆめのき）","Koben Yume no Ki",
"高峰顕日","Kennichi KOHO",
"高峰秀子","Hideko TAKAMINE",
"高望王","Prince Takamochi",
"高望王家","the Prince Takamochi family",
"高木氏","Mr. Takagi",
"高木時尾","Tokio TAKAGI",
"高木昭作","Shosaku TAKAGI",
"高木文平","TAKAGI Bunpei",
"高野営業所","Takano Office",
"高野家","the TAKANO family",
"高野岩倉出入庫線","Takano Iwakura Shutsunyuko Line",
"高野橋","Takano-bashi Bridge",
"高野橋東詰","Takanobashi-higashizume",
"高野御室","Koya omuro",
"高野口IC","Koyaguchi Interchange",
"高野口インターチェンジ","Koyaguchi Interchange",
"高野口駅","Koyaguchi Station",
"高野宰相入道","Koya no saisho Nyudo",
"高野山","Koyasan",
"高野山 ・遍照光院","Henjokoin Temple, Mt. Koya",
"高野山・成慶院","Seikei-in Temple, Mt. Koya",
"高野山1dayチケット","Koya-san 1day ticket",
"高野山駅","Koyasan Station",
"高野山奥の院御廟","the mausoleum of the retired emperor existing deep in Koya-san Mountain",
"高野山往生院","Ojo-in Temple, Koya-san Mountain",
"高野山金剛峰寺","Koyasan Kongobu-ji Temple (Kongobu-ji Temple in Mr. koya)",
"高野山金剛峯寺","Koyasan Kongobuji Temple",
"高野山金剛峯寺不動堂","Koyasan Kongobuji Temple Fudo-do Hall",
"高野山悉地院","Koyasan-Shicchi-in Temple",
"高野山真言宗","Koyasan Shingon Sect",
"高野山清浄心院","Shojoshin-in Temple, Mt. Koyasan",
"高野山大学","Koyasan University",
"高野山南院","Koyasan Nan-in Temple",
"高野山宝生院兼帯所","Koyasan Hosho-in and staying facility",
"高野山明王院","Koyasan Myoo-in Temple",
"高野山蓮華谷","Renge-dani (valley) Koya-san (Mountain)",
"高野車庫","Takano Shako",
"高野車庫前","Takano-shakomae",
"高野修学院山端線","Takano Shugakuin Yamabana Route",
"高野信号場","Takano signal station",
"高野新笠","TAKANO no Niigasa",
"高野聖","Koya-hijiri",
"高野切","Koya-gire, fragments of the Kokinshu from the Koyasan monastery manuscript",
"高野川","Takano River",
"高野村","Takano Village",
"高野長英","Choei TAKANO",
"高野伴平","Bampei TAKANO",
"高野物狂","Koya monogurui",
"高野保春","Yasuharu TAKANO",
"高柳光壽","Mitsutoshi TAKAYANAGI",
"高雄","Takao",
"高雄・京北線","Takao-Keihoku Line",
"高雄バス停","Takao bus stop",
"高雄丸","Takaomaru Ship",
"高雄口","Takao-guchi",
"高雄山","Mt. Takao",
"高雄山の神願寺（神護寺）","Jingo-ji Temple in Mt. Takao",
"高雄山寺","Takaosan-ji Temple",
"高雄山神護寺","Takaosan Jingo-ji Temple",
"高雄寺","Takao-ji Temple",
"高雄出張所","Takao Branch Office",
"高雄曼荼羅","Takao mandara",
"高陽院","Kayain",
"高陽院（かやのいん）","Kayanoin",
"高頼","Takayori",
"高頼軍","Takayori's army",
"高欄","balustrade",
"高梨頼親","Yorichika TAKANASHI",
"高梁市","Takahashi City",
"高梁川","Takahashigawa River",
"高良社","Kora-sha",
"高良大社","Kora Taisha Shrine",
"高林庵（芳春院内）","Korinan (in Hoshunin)",
"高輪","Takanawa",
"高輪プリンスホテル","(Grand) Prince Hotel Takanawa",
"高麗","Goryeo",
"高麗（こま、異国）","Koma (Goryeo)",
"高麗の人相見","a Goryeo physiognomist",
"高麗楽","Komagaku music",
"高麗橋","Koraibashi",
"高麗高木井戸茶碗","Koryo arborous tea bawl",
"高麗時代","Goryeo Period",
"高麗双調","Komasojo tone",
"高麗村","Korai Mura Village",
"高麗大蔵経","Tripitaka Koreana",
"高麗大和皇白浪","""Komayamato Kumoi no Shiranami""",
"高麗茶碗","Korean Tea Bowl",
"高麗笛","Komabue flute",
"高麗八萬大蔵経","Tripitaka Koreana",
"高麗美術館","Koryo Museum",
"高麗平調","Komahojo tone",
"高麗門","Koraimon gate",
"高麗門 - 大山崎町指定文化財","Korai-mon gate - a cultural property disignated by Oyamazaki City",
"高麗乱声","Komaranjo",
"高麗雙調","Komasojo tone",
"高楼","Koro (high building)",
"高龗神","Takaokami no kami",
"高龗神社","Takaokami-jinja Shrine",
"鴻ノ巣山","Konosu-yama Mountain",
"鴻池家","the Konoike family",
"鴻池財閥","the Konoike zaibatsu",
"鴻池新六","Shinroku KONOIKE",
"鴻臚館","Korokan",
"剛の者","brave and strong man",
"剛将","strong general",
"号","go",
"合","Go",
"合引","lower portion of hakama, where fron and back sewn together",
"合格祈願","praying for success in entrance examination",
"合歓塩","Gakkaen",
"合議制","council system",
"合駒","piece placed to block opponent's check (shogi)",
"合掌","putting the palms of hands together",
"合掌観音（がっしょう）","GasshoKannon",
"合掌造","Gasshozukuri",
"合成樹脂","synthetic resin",
"合成繊維","synthetics",
"合戦","battle",
"合戦、武勇譚","tale of battle fighting and gest",
"合戦記","records of battles",
"合戦張本公卿","nobles responsible for the battle",
"合繊","synthetic",
"合奏","an ensemble",
"合点","a hasty conclusion",
"合同船","Godosen",
"合服","spring and autumn wear",
"合邦辻閻魔堂西方寺","Gappo-ga-tsuji Emma-do Saiho-ji Temple",
"合名会社 萩の家","Haginoya",
"合理的な構造","bold and bighearted design",
"合流点","the confluence of",
"合祀","enshrine together",
"合褄","aizuma, from hem to collar tip",
"濠","moat",
"濠川","Go-kawa River",
"豪華さ","luxury (magnificence)",
"豪快な説法","preaching in stirring way",
"豪空","Goku",
"豪子","Goshi",
"豪商","wealthy merchant",
"豪壮","splendid",
"豪壮な庫裏（国宝）","a splended living quarters of monks (national treasure)",
"豪族","Gozoku ",
"豪族・大名","a local ruling family and a daimyo, a feudal lord",
"豪族や国人","powerful families and local bushi",
"豪農","wealthy farmer",
"豪姫","Gohime",
"豪奢","luxury",
"麹","rice malt",
"麹座","koji-za, a guild of koji-business, monopolistic association for koji-business",
"麹製造","production of koji",
"克明親王","Imperial Prince Katsuakira",
"刻印","engraved mark",
"告書","kokusho (literally a letter of announcement)",
"告状","complaint",
"告文","an Imperial instruction",
"告諭大意","to din general drift",
"国の史跡","state's historic site",
"国の重要文化財","national important cultural property",
"国の名勝","the state scenic beauty",
"国の名勝・史跡","a National Historic Site and Place of Scenic Beauty",
"国一揆","uprising in a province",
"国営越後丘陵公園","Echigo Kyuryo Koen (Echigo Hillside Park)",
"国王丸（後の北条氏直）","Kokuo-Maru (later Ujinao HOJO)",
"国王神社","Kokuo-jinja Shrine",
"国家護持","kokka goji (defending and maintaining the nation)",
"国家事業","national project",
"国家社会主義","national socialism",
"国家社会主義化","national socialization",
"国家主義","Nationalism",
"国家総動員法","National General Mobilization Act",
"国家鎮護","the protection of the nation",
"国花","national flower",
"国会議員","Members of the Diet",
"国会議事堂","the Diet Building",
"国会法","Diet Act",
"国学","the study of Japanese classical literature",
"国学者","a scholar of Japanese classical literature",
"国学者の荷田春満","a scholar of the Japanese classics, KADA no Azumamaro",
"国学儒学","Kokugaku and Jugaku (Native Studies and Confucianism)",
"国楽","Japanese traditional music",
"国記","Kokki",
"国吉、吉光","Kunimitsu, Yoshimitsu",
"国許","hometown",
"国狭槌尊（くにのさつちのみこと）","Kuninosatsuchi no mikoto",
"国見連今虫 くにみのむらじいまむし","KUNIMI no Muraji Imamushi",
"国元","the local level of domain",
"国交回復問題","restoring relations problem",
"国行、来国俊","Kuniyuki, Kunitoshi RAI",
"国際イスラム大学","International Islamic University",
"国際エミー賞","the International Emmy Award",
"国際コンテナ航路","a water gateway",
"国際化","internationalization",
"国際会館","Kyoto International Conference Center",
"国際会館駅","Kokusai Kaikan Station",
"国際会館駅前","Kokusaikaikan-mae",
"国際会館前駅","Kokusai Kaikan mae station",
"国際教養学科","Department of International Studies",
"国際子ども図書館","The International Library of Children's Literature",
"国際自動車（株）","Kokusai Mortorcars Co., Ltd.",
"国際社会システム研究科","Graduate School of International Social System Studies",
"国際社会システム専攻","Major in International Social System Studies",
"国際十王交通","Kokusai Juo co.,Ltd",
"国際十進分類法 (UDC)","Universal Decimal Classification (UDC)",
"国際真宗学会","International Association of Shin Buddhist Studies",
"国際政策コース","International Policy Course",
"国際通り","Kokusai-dori Street",
"国際奈良学セミナーハウス","Nara International Seminar House",
"国際博覧会","an international exhibition",
"国際標準化機構","International Organization for Standardization (ISO)",
"国際物理オリンピック","International Physics Olympiad",
"国際文化","Intercultural Studies",
"国際文化会館日本庭園","Japanese-style garden of the International House of Japan",
"国際文化学科","Department of Intercultural Studies",
"国際文化公園都市（愛称：彩都）","International Culture Park (Saito)",
"国際捕鯨委員会","the International Whaling Commission",
"国際優秀品質賞","World Excellence of Quality Award",
"国際連","Kokusai-ren (International Federation)",
"国際連合教育科学文化機関","the Ministry of Education, Culture, Sports, Science and Technology",
"国際連合教育科学文化機関＝UNESCO","the Ministry of Education, Culture, Sports, Science and Technology",
"国際連合軍縮会議","United Nations Conference on Disarmament",
"国策要綱","principle of national policy",
"国産","domestic",
"国産化された初期の唐紙","the domestically-produced karakami in the early days",
"国司","kokushi ",
"国司への叙任","appointment as ""kokushi"" (provincial official)",
"国司四等官","kokushi shitokan (four officials of the provincial governor)",
"国司制度","Kokushi (provincial governors) system",
"国史","a national history",
"国史の初見","the first appearance in national historical literature",
"国史学","Japanese History",
"国市","Kuni City",
"国師","kokushi ",
"国師号","Kokushi-Go",
"国指定重要無形民俗文化財","officially-designated significant intangible folk cultural asset",
"国指定名勝","the state's designated Place of Scenic Beauty",
"国事","affairs of State, concerns of the nation",
"国事御用掛","Kokuji goyogakari ",
"国事行為","emperor's constitutional functions",
"国事犯","kokujihan (political prisoner)",
"国字","Kokuji (native script, kana",
"国持大名","a daimyo having domain of one province or more",
"国璽","seal of state",
"国主","kokushu ",
"国主大名","a daimyo having his own domain",
"国守","kokushu",
"国衆","kunishu",
"国書","sovereign's message",
"国章","national emblem",
"国上山","Mount Kugami",
"国上寺","Kokujo-ji Temple",
"国常立尊","Kuninotokotachi no mikoto",
"国人","indigenous person",
"国人衆","Kokujin-shu",
"国人層","Kokujin formation",
"国人領主","kokujin ryoshu",
"国人領主層","local lords and lords of fiefs",
"国粋主義","nationalism, extreme patriotism",
"国是","national policy",
"国勢調査","census",
"国姓爺","Kokusenya",
"国政","affairs of　ｓtate",
"国栖紙","kuzu-gami (Kuzu paper)",
"国清","Kunikiyo",
"国清寺","Kokusei-ji Temple",
"国盛","Kunimori",
"国葬","state funeral",
"国体","fundamental character of the nation/national polity/national structure",
"国体の衣を着けたる共産主義者","communist put on national policy",
"国体論","national policy theory",
"国大将","a great provincial general",
"国地頭","kunijito",
"国地頭制","Kunijitou-sei, a provincial Jito system",
"国中国幣中社","kokuchu kokuhei chusha",
"国中神社","Kuninaka-jinja Shrine",
"国柱会","Kokuchu-kai",
"国津神","Kunitsukami",
"国定教科書","government-designated textbok",
"国鉄","Japan National Railways",
"国鉄103系電車","JNR/JR Commuter Trains Series 103",
"国鉄10系客車","JNR/JR Passenger Car Series 10",
"国鉄120形蒸気機関車","Kokutetsu (Japanese Railway) 120 Steam Locomotive",
"国鉄12系客車","JNR/JR Passenger Car Series 12",
"国鉄C20形コンテナ","Kokutetsu C20 Container",
"国鉄DD51形ディーゼル機関車","JNR/JR Diesel Locomotive Type DD51",
"国鉄オハ35系客車","JNR/JR Passenger Car Series Oha 35",
"国鉄キハ10系気動車","JNR/JR Diesel Cars Series Kiha 10",
"国鉄スハ43系客車","JNR/JR Passenger Car Series Suha 43",
"国鉄トキ25000形貨車","JNR Open Freight Car TOKI 25000",
"国鉄前橋駅前","in front of Maebashi Station of Japan National Railways",
"国鉄奈良線","Kokutetsu (Japanese Railway) Nara Line",
"国鉄分割民営化","division and privatization of JNR",
"国土交通省","Ministry of Land, Infrastructure, Transport and Tourism",
"国土交通省近畿地方整備局","Kinki Regional Development Bureau, Ministry of Land, Infrastructure and Transport",
"国土交通省東北地方整備局","Ministry of Land, Infrastructure and Transport Tohoku Regional Bureau",
"国土交通大臣","minister of land, infrastructure and transportation",
"国土地理院","Geographical Survey Institute",
"国土庁","National Land Agency",
"国盗り物語","Kunitori monogatari(Tale of acquiring countries)",
"国道","National Route",
"国道沓掛","Kokudo Kutsukake",
"国道沓掛 (口)","Kokudo Kutsukake-guchi",
"国道赤池","Kokudo Akaike",
"国道大手筋","Kokudo Otesuji",
"国道大塚","Kokudo Otsuka",
"国道中山","Kokudo Nakayama",
"国道東野","Kokudo Higashino",
"国認定重要美術品","important art recognized by the state",
"国之常立神（くにのとこたちのみこと）","Kuninotokotachi no mikoto",
"国博士","Kunihakase",
"国府","ancient provincial offices, national government, provincial capital",
"国府駅","Kokufu Station",
"国府軍","local government's army",
"国府山城","Kozan-jo Castle",
"国府城","Kokufu-jo Castle",
"国風歌舞","Kuniburi-no-utamai Dance",
"国風文化","Kokufubunka (aristocratic culture)",
"国分寺","Kokubun-ji Temple",
"国分寺まつり","Kokubunji Festival",
"国分寺市","Kokubunji City",
"国分寺僧補欠","provincial monastery priest substitute",
"国分城","Kokubu Castle",
"国分尼寺","provincial nunnery",
"国文学","Japanese literature",
"国文学科","Department of Japanese Literature",
"国文学専攻","Japanese Literature",
"国文法","Japanese grammer",
"国幣社","Kokuheisha",
"国幣大社","Kokuhei Taisha",
"国幣中社","kokuhei chusha",
"国幣中社（現、神社本庁の別表神社)","Kokuhei-chusha (present The Association of Shinto Shrines' Beppyojinja, shrines on the exceptional list)",
"国母","kokumo",
"国宝","a national treasure",
"国宝・重要文化財","national treasure and important cultural property",
"国宝・瓢鮎図（ひょうねんず）","national treasure, Hyonen-zu",
"国宝の茶室「待庵（たいあん）」","a teahouse ""Taian"" designated by the state",
"国宝一覧","a list of the national treasure",
"国宝館","Kokuho-kan",
"国宝建造物","national treasue structure",
"国宝指定","designated national treasure",
"国宝指定書","national treasures designation",
"国宝指定像","statue of a nationaｌ treasure",
"国宝修理所","Kokuho Shurijo (atelier to restore national treasures)",
"国宝遷座","transfer of national treasures",
"国宝茶席三名席","Kokuho Chaseki San-Meiseki, Japan's three most celebrated tea ceremony houses and a designated national treasure",
"国宝保存法","The Law for the Preservation of National Treasures",
"国房","Kunifusa",
"国民","Kokumin",
"国民学校令","Kokumin gakko rei (Act of elementary schools)",
"国民教育","national education",
"国民健康保険センター　丹後おおみや","National Health Insurance Center Tango Omiya",
"国民公園","People's Park",
"国民宿舎丹後由良荘","Yura-so inn Kokumin-shukusha (literally, people's hotel facilities): an inexpensive inn/hotel operated by a local government",
"国民政府側","side of National Government",
"国民生活金融公庫","National Life Finance Corporation (NLFC)",
"国民体育大会","National Sports Festival",
"国務院総理","Premier of the State Council",
"国務省","Department of State",
"国務大臣","Minister of State",
"国免荘","Kokumen sho (a shoen allowed exemption from so or other tribute in bempo or binho system)",
"国友堅次郎","Kenjiro KUNITOMO",
"国立印刷局","National Printing Bureau",
"国立京都迎賓館","National Kyoto State Guesthouse",
"国立京都国際会館","Kyoto International Conference Center",
"国立京都病院","National Kyoto Hospital",
"国立近代美術館京都分館","The Annex Museum of The National Museum of Modern Art in Kyoto",
"国立銀行条例","regulation of national bank",
"国立劇場","National Theater",
"国立劇場委嘱作品","a work commissioned to compose by the National Theater",
"国立古文書館","National Archives of Japan",
"国立公文書館","the National Archives of Japan",
"国立公文書館内閣文庫","Natonal Archive of Japan, the Cabinet Library",
"国立国会図書館","National Diet Library",
"国立国会図書館関西プロジェクト調査会","Research Committee for the Kansai Project of the National Diet Library (NDL)",
"国立国会図書館関西館","Kansai-kan of the National Diet Library",
"国立国会図書館件名標目表 (NDLSH)","National Diet Library Subject Headings (NDLSH)",
"国立国会図書館建築委員会","NDL Building Commission",
"国立国会図書館建築委員会法","Act on Construction Committee for National Diet Library",
"国立国会図書館支部上野図書館","Ueno Branch Library",
"国立国会図書館蔵書検索・申込システム「 NDL-OPAC」","""NDL-OPAC"" (National Diet Library Online Public Access Catalog)",
"国立国会図書館分類表 (NDLC)","National Diet Library Classification (NDLC)",
"国立国会図書館法","National Diet Library Act",
"国立女性教育会館","National Women's Education Center",
"国立情報学研究所","National Institute of Informatics",
"国立図書館（国立中央図書館）","national library",
"国立中央博物館","National Museum of Korea",
"国立博物館","national museum",
"国立病院機構・舞鶴医療センター","National Hospital Organization Maizuru Medical Center",
"国立病院機構南京都病院","NHO (=National Hospital Organization) Minami-Kyoto Hospital",
"国立舞鶴工業高等専門学校","Maizuru National College of Technology",
"国立文化財機構","National Institutes for Cultural Heritage",
"国立療養所南京都病院 (国立病院機構南京都病院)","NHO (=National Hospital Organization) Minami-Kyoto Hospital",
"国立歴史民俗博物館","National Museum of Japanese History",
"国連難民高等弁務官事務所議員連盟","Parliamentary Association for the United Nations High Commissioner for Refugees",
"国衙","kokuga ",
"国衙行政","Kokuga government",
"国衙領","Kokugaryo",
"国衙領支配","reign of Kokuga territory",
"穀紙","kokushi (kazikami)",
"穀倉院","Grain warehouse (Kokuso-in)",
"穀蔵院","Kokuzoin",
"穀物神","Wheat God",
"穀類","grain",
"酷薄","callous",
"黒い眼と茶色の目","""Black eyes and brown eyes""",
"黒おたべ","kuro (black) otabe",
"黒ゴマ","black sesame",
"黒ザオ族","the Black Dao ethnic group",
"黒ずむ","turn black",
"黒の羽二重","black habutae",
"黒衣の宰相","Kokui no saisho (a priest who has influence in politics)",
"黒井駅","Kuroi Station",
"黒井城","Kuroi Castle",
"黒井村駅","Kuroimura Station",
"黒羽城","Kurobane Castle",
"黒牡丹","Kurobotan",
"黒楽茶碗　銘「雨雲」","Black Raku tea bowl, ""Ama-gumo""",
"黒襟","black collar",
"黒戸","Kurodo (structure used for private religious observances at the Imperial Palace)",
"黒歯国","Kokushi-koku (literally, ""black-teeth country"")",
"黒鹿毛","dark bay",
"黒主山（くろぬしやま）","Kuronushi yama (a decorative float associated with OTOMO no Kuronushi viewing cherry blossoms)",
"黒樹洋","Hiroshi KUROKI",
"黒住教","Kurozumikyo sect",
"黒書院","kuroshoin ",
"黒書院及び伝廊","Koku Library (Kokushoin) and a connecting corridor",
"黒松駅","Kuromatsu Station",
"黒川","Kurokawa",
"黒川温泉","Kurokawa Spa",
"黒川紀章","Kisho KUROKAWA",
"黒川城","Kurokawa Castle",
"黒川能","Kurokawa Noh",
"黒川藩","domain of Kurokawa",
"黒川本（和学講談所本）","Kurokawa book (Wagaku Kodan-sho book)",
"黒川弥太郎","Yataro KUROKAWA",
"黒太夫社","Kurodayu-sha",
"黒大豆","black soybean",
"黒沢氏","the Kurosawa clan",
"黒谷上人","Kurodani Sho'nin",
"黒谷流","Kurotani-ryu",
"黒谷和紙","Kurotani washi (Japanese paper)",
"黒檀","ebony",
"黒竹","kurochiku (black bamboo)",
"黒茶","black tea",
"黒塚","Kurotsuka",
"黒田 如水","josui KURODA",
"黒田家","Kuroda family",
"黒田官兵衛","Kanbei KURODA",
"黒田基樹","Motoki KURODA",
"黒田慶樹","Yoshiki KURODA",
"黒田古墳","Kuroda ancient burial mound",
"黒田孝高","Yoshitaka KURODA",
"黒田紘一郎","Koichiro KURODA",
"黒田氏","Kuroda Clan",
"黒田重隆","Shigetaka KURODA",
"黒田職隆","Mototaka KURODA",
"黒田清子","Sayako KURODA",
"黒田清隆","Kiyotaka KURODA",
"黒田荘","Kuroda no sho",
"黒田地区","Kuroda area",
"黒田長政","Nagamasa KURODA",
"黒田日出男","Hideo KURODA",
"黒田如水","Jyosui KURODA",
"黒田流","Kuroda-ryu school",
"黒塗框","kuronuri kamachi (the raised blanck painted timber still of a tokonoma)",
"黒糖蜜","black syrup; black strap molasses",
"黒豆","black bean",
"黒豚","Kurobuta swine",
"黒馬","a black horse",
"黒板勝美","Katsumi KUROITA",
"黒尾山","Kuroo-yama Mountain",
"黒部ダム","Kurobe Dam",
"黒部権之介","Gonnosuke KUROBE",
"黒部川","Kurobe-gawa River",
"黒壁スクエア","Nagahama Kurokabe Square",
"黒本尊","Kurohonzon",
"黒幕","wire puller",
"黒木鳥居","Kurogi torii",
"黒紋付","black crested haori",
"黒紋付羽織","black haori with family crests",
"黒門","Kuro-mon gate",
"黒門口","Kuromon-guchi",
"黒門通","Kuromon-dori Street",
"黒釉","kokuyu",
"獄舎","prison house",
"獄卒","Gokusotsu ogre",
"漉き桁","a reed for paper making",
"漉き込み模様","a pattern to be put into paper",
"漉き込み模様を施す表の層","a surface layer into which patterns are put",
"漉き込む","put into",
"漉き上がったかみ","newly made paper",
"漉き染め","suki-zome (staining before paper-making)",
"漉き返しの紙","paper made of used paper",
"漉桁","suki-keta (a reed for paper making)",
"漉工","paper-making craftsman",
"漉返紙","sukigaeshi gami",
"漉框","suki-kamachi (a frame for paper making)",
"腰の胴縁","koshi no dobuchi (furring strips, wearing in the waist, made of thin wooden or bamboo that are nailed horizontally to post to form the base for vertical boards or bamboo)",
"腰越","Koshigoe",
"腰越状","Koshigoe-jo (MINAMOTO no Yoshitsune's letter to OE no Hiromoto to ask an intercession to MINAMOTO no Yoritomo for him)",
"腰掛","Koshikake",
"腰掛け","seat",
"腰掛天神社","Koshikaketen-jinja Shrine",
"腰巻","koshimaki ",
"腰元","chamber maid, female servant",
"腰元役","Koshimotoyaku (chamber maid)",
"腰高","the height of the skirting (of a shoji, etc.)",
"腰高障子","Koshidaka-shoji ",
"腰高明障子","Koshidaka-akari-shoji (also called koshidaka shoji: a translucent paper-covered sliding screen (shoji) with a wainscot, made of thin wood panels with a decorative or straight grain, about 60 cm height or approximately one third of its overall heigh",
"腰折地蔵","Koshiori Jizo",
"腰張貼り","koshibari (the pasting of paper on the lower part of the clay wall in a tea ceremony room)",
"腰反り","koshikaeri",
"腰反り（こしぞり）","Koshizori (hip curve)",
"腰板","koshiita",
"腰紐","waist cord",
"腰蓑","grass skirt",
"甑山城","Koshikiyama Castle",
"忽那義範","Yoshinori KUTSUNA",
"忽那重清","Shigekiyo KUTSUNA",
"忽那島","Kutsuna-jima Island",
"骨組み","frame",
"骨太い","sturdily built",
"骨董趣味","antiquarianism, taste for collection items",
"骨董品","antique",
"骨縛り","hone-shibari",
"骨縛り押し貼り","honeshibari-oshibari",
"骨抜き","watered-down",
"骨皮道賢","Doken HONEKAWA",
"狛犬","komainu",
"狛犬風","guardian dog style",
"狛戸","Komahe",
"狛田駅","Komada Station",
"狛部","Komabe",
"狛鉾","Komaboko",
"此隅山城","Konosumiyama Castle",
"此御堂","Komido",
"此春寮（ししゅん-りょう）","Shishun Dormitory",
"今の六波羅蜜寺","in present-day Rokuharamitsu-ji Temple",
"今井香子","Kyoko IMAI",
"今井宗久","Sokyu IMAI",
"今井信郎","Nobuo IMAI",
"今井町本","Imaimachi version",
"今宮駅","Iamamiya Station",
"今宮祭","Imamiya-sai Festival",
"今宮祭（京都市上京区 今宮神社 (京都市)）","Imamiya Festival (Imamiya Jinja Shrine, Kamigyo Ward, Kyoto City)",
"今宮神社","Imamiya-jinja Shrine",
"今宮大神","Imamiya Daimyojin]",
"今宮通","Imamiya-dori Street",
"今鏡","Imakagami",
"今熊野","Imakumano",
"今熊野観音寺","Imakumano Kannon-ji Temple",
"今熊野社","Imakumano Shrine",
"今堅田","Imakatata",
"今犬丸","Imainumaru",
"今参局","Imamairi no tsubone",
"今市市","Imaichi City",
"今治城","Imabari-jo Castle",
"今若丸","Imawakamaru",
"今出川","Imadegawa",
"今出川 (駅)","Imadegawa Station",
"今出川キャンパス","Imadegawa Campus",
"今出川駅","Imadegawa Station",
"今出川家","Imadegawa family",
"今出川家（菊亭家）","Imadegawa / Kikutei Family",
"今出川角","Imadegawa Kado (corner of Imadegawa)",
"今出川教季","Norisue IMADEGAWA",
"今出川兼季","Kanesue IMADEGAWA",
"今出川口","Imadegawa-guchi",
"今出川校地","Imadegawa Campus",
"今出川釈迦堂","Imadegawa Shakado",
"今出川上ル","Imadegawa agaru",
"今出川浄福寺バス停","Imadegawa Jofukuji bus stop",
"今出川新町","Imadegawa Shinmachi",
"今出川図書館","Imadegawa Library",
"今出川線","Imadegawa Line",
"今出川通","Imadegawa-dori Street",
"今出川通り","Imadegawa-dori Street",
"今出川通下ル東入","Imadegawa-dori Sagaru (to the south of Imadegawa-dori), Higashi Iru (to the east)",
"今出川殿","Imadegawa-dono palace",
"今出川幼稚園","Imadegawa Kindergarten",
"今小路師冬","Morofuyu IMAKOJI",
"今庄町","Imajo-cho",
"今上帝","Kinjo no Mikado",
"今上天皇","the present emperor",
"今城家","Imaki Family",
"今城定淳","Sadaatsu KINJO",
"今昔物語","Konjaku monogatari",
"今昔物語集","Konjaku monogatari shu",
"今川 氏真（いまがわ うじざね）","Ujzane IMAGAWA",
"今川家本","Imagawakebon",
"今川覚神","Kakushin IMAGAWA",
"今川義元","Yoshimoto IMAGAWA",
"今川義忠","Yoshitada IMAGAWA",
"今川氏","Imagawa clan",
"今川氏輝","Ujiteru IMAGAWA",
"今川氏真","Ujizane IMAGAWA",
"今川氏親","Ujichika IMAGAWA",
"今川正彦","Masahiko IMAGAWA",
"今川大草紙","Imagawa-ozoshi",
"今川直房","Naofusa IMAGAWA",
"今川貞世","Sadayo IMAGAWA",
"今川範以","Norimochi IMAGAWA",
"今川了俊","Ryoshun IMAGAWA",
"今村恵子","Keiko IMAMURA",
"今大路","IMAOJI",
"今大路家","the Imaoji family",
"今沢流","Imasawa school",
"今谷明","Akira IMATANI",
"今中友子","Tomoko IMANAKA",
"今津（北）線","Imazu(-east) Station",
"今津港","Imazu Port",
"今津線","Imazu Line",
"今津町","Imazu Town",
"今道","Imamichi",
"今道の下口","Imamichi no shitaguchi",
"今道越","Imamichigoe",
"今日庵","Konnichian",
"今日庵月報","Konnichi-an Geppo （literally, monthly journal of Konnichi-an arbour)",
"今尾景年","Keinen IMAO",
"今物語","The Tales of Ima",
"今別府ミカ","Mika IMABEPPU",
"今木城","Imaki-jo Castle",
"今木神（第一殿）","Imakino-kami (daiichi-den)",
"今様","imayo",
"今様歌合せ","Imayo Utaawase",
"今里","Imazato",
"墾田","new rice field",
"墾田五十町","cultivated paddy 50-cho (about 99.2 ares)",
"懇ろの仲","on terms of intimacy",
"昏鐘 - こんしょう","Konsho",
"昆布","konbu",
"昆明池","Konmeichi pond",
"昆明池の障子","Konmeichi-no-shoji (a tall, single-panel standing, screen placed in the Hirobisashi (extended area) of the Seiryoden (the main building of Kyoto Imperial Palace))",
"昆陽野","Koyano",
"根あはせ","Neawase (contest of the longest root of Shobu and Waka)",
"根の一族","Roots clan",
"根の国","Nenokuni (Land of the Roots)",
"根井行親","Yukichika NENOI, Yukichika NEI",
"根岸友山","Yuzan NEGISHI",
"根元","the origin (the source)",
"根室市","Nemuro City",
"根室本線","Nemuro Main Line",
"根城坂","Nejiro-zaka",
"根神","negami",
"根挿し","root insert",
"根津神社","Nezu-Jinja Shrine",
"根津美術館","Nezu Museum",
"根白坂","Nejirozaka",
"根白坂の戦い","the Battle of Nejirozaka",
"根本","the basis",
"根本中堂","Konpon-chudo Hall",
"根本道場","konpon dojo-seminary",
"根本分裂","fundamental schism",
"根本法城","Konponhojo",
"根木内城","Nekiuchi-jo Castle",
"根矢","barracking",
"根来","Negoro",
"根来攻め","Siege of Negoro-ji Temple",
"根来山","Mt. Negoro",
"根来山（ねごろさん）大伝法院","Negorosan Daidenpoin",
"根来山城","Negoroyama Castle",
"根来寺","Negoro-ji Temple",
"根来寺別院","Negoro-ji Temple Betsuin",
"根来流","Negoro-ryu school",
"混淆本文","mixted text",
"紺","dark blue (navy blue)",
"紺屋町","Koya-machi",
"紺糸威鎧","Konito Odoshi Yoroi armor (odoshi armor with navy blue strings)",
"紺紙金字法華経","Konshi-Kinji-Hokkekyo (gold on silver paper Lotus Sutra)",
